domain,cluster_id,is_singleton
cdvibenelux.com,cluster_24,False
cdvi.ca,cluster_24,False
spitexgossau.ch,cluster_25,False
spitexrontalplus.ch,cluster_25,False
spitex-oberfreiamt.ch,cluster_25,False
spitex-aarenord.ch,cluster_25,False
spitex-oberthurgau.ch,cluster_25,False
spitex-waedenswil.ch,cluster_25,False
spitexkaiseraugst.ch,cluster_25,False
spitexow.ch,cluster_25,False
spitexniesen.ch,cluster_25,False
spitex-rotbachtal.ch,cluster_25,False
spitex-imboden.ch,cluster_25,False
spitex-wyland.ch,cluster_25,False
spitex.sg,cluster_25,False
spitex-zimmerberg.ch,cluster_25,False
spitexkempt.ch,cluster_25,False
spitex-regiowittenbach.ch,cluster_25,False
spitex-grauholz.ch,cluster_25,False
spitex-emmen.ch,cluster_25,False
spitex-linth.ch,cluster_25,False
spitexzh.ch,cluster_25,False
spitex-wuerenlos.ch,cluster_25,False
spitexmuri.ch,cluster_25,False
spitextg.ch,cluster_25,False
spitex-romanshorn.ch,cluster_25,False
spitex-gaeu.ch,cluster_25,False
spitex-bodensee.ch,cluster_25,False
spitexzug.ch,cluster_25,False
spitex-regionbirs.ch,cluster_25,False
spitex-wiggertal.ch,cluster_25,False
mitsubishi-motors.com.om,cluster_26,False
mitsubishi-motors.at,cluster_26,False
mitsubishi-motors.com.kw,cluster_26,False
mitsubishi-motors.qa,cluster_26,False
mitsubishi-motors.fi,cluster_26,False
mitsubishi-motors.it,cluster_26,False
mitsubishi-motors.pt,cluster_26,False
kia-guadeloupe.com,cluster_27,False
kia-crimea.ru,cluster_27,False
kia-asc.ru,cluster_27,False
kia-plt.ru,cluster_27,False
kia-autoprodix.ru,cluster_27,False
kia-chita.ru,cluster_27,False
kia.com.np,cluster_27,False
kia-exner.de,cluster_27,False
kia-beyschlag.at,cluster_27,False
kia.co.mz,cluster_28,False
kia.co.sz,cluster_28,False
julis-sachsenanhalt.de,cluster_29,False
julis-bayern.de,cluster_29,False
julis-stuttgart.de,cluster_29,False
julis-sh.de,cluster_29,False
julis-muenchen.de,cluster_29,False
julis-rhein-berg.de,cluster_29,False
daikinqatar.com,cluster_30,False
daikinczech.cz,cluster_30,False
daikindevice.cz,cluster_30,False
daikin-ksa.com,cluster_30,False
daikinkuwait.com,cluster_30,False
daikin.ch,cluster_30,False
daikinegypt.com,cluster_30,False
daikin.rs,cluster_30,False
daikin.ru,cluster_30,False
daikin-ce.com,cluster_30,False
daikinmea.com,cluster_30,False
daikin.fi,cluster_30,False
daikinuae.com,cluster_30,False
daikinlebanon.com,cluster_30,False
daikin.si,cluster_30,False
daikinbahrain.com,cluster_30,False
daikin-manufacturing.de,cluster_30,False
daikinafrica.com,cluster_30,False
daikin.eu,cluster_30,False
daikin.az,cluster_30,False
daikin.al,cluster_30,False
daikin-iraq.com,cluster_30,False
daikin.mk,cluster_30,False
duracell-me.com,cluster_31,False
duracell.in,cluster_31,False
duracell.pl,cluster_31,False
duracell.com.tr,cluster_31,False
duracell.fr,cluster_31,False
duracell.co.za,cluster_31,False
duracell.es,cluster_31,False
duracell.it,cluster_31,False
decathlon.cz,cluster_32,False
decathlon.com.tr,cluster_32,False
decathlon.pl,cluster_32,False
decathlon.ro,cluster_32,False
decathlon.hu,cluster_32,False
ymcawaycross.com,cluster_33,False
ymca-ywca.org,cluster_33,False
ymcatoledo.org,cluster_33,False
ymcaswv.com,cluster_33,False
nutriciababy.be,cluster_34,False
nutriciavoorjou.nl,cluster_34,False
pilotpen.eu,cluster_35,False
pilotpen.it,cluster_35,False
pilotpen.ro,cluster_35,False
kia-car-center-wismar.de,cluster_36,False
kia-telke-badschlema.de,cluster_36,False
kia-h-p-schiffweiler.de,cluster_36,False
kia-burian-celle.de,cluster_36,False
kia-moeller-wunstorf.de,cluster_36,False
kia-brass-frankfurt.de,cluster_36,False
kia-sauter-albstadt.de,cluster_36,False
kia-ahs-roehrnbach.de,cluster_36,False
kia-ebner-baienfurt.de,cluster_36,False
kia-settele-neu-ulm.de,cluster_36,False
kia-diamant-wiesbaden.de,cluster_36,False
kia-kurt-recklinghausen.de,cluster_36,False
kia-brueggemann-brandenburg.de,cluster_36,False
kia-etehad-halstenbek.de,cluster_36,False
kia-fugel-dresden.de,cluster_36,False
kia-guenther-dingelstaedt.de,cluster_36,False
kia-fischer-cottbus.de,cluster_36,False
kia-schunke-aurich.de,cluster_36,False
kia-lange-gosen.de,cluster_36,False
kia-koenig-teltow.de,cluster_36,False
kia-hoff-trier.de,cluster_36,False
kia-gj-remagen-rolandseck.de,cluster_36,False
kia-schmid-hoehenkirchen.de,cluster_36,False
kia-engbert-datteln.de,cluster_36,False
kia-ds-lampertheim.de,cluster_36,False
kia-strehle-dresden.de,cluster_36,False
kia-vogt-finningen.de,cluster_36,False
kia-bender-coburg.de,cluster_36,False
kia-dresen-neuss.de,cluster_36,False
kia-moeller-eisenach.de,cluster_36,False
kia-suedmobile-radolfzell.de,cluster_36,False
kia-duerkop-hannover.de,cluster_36,False
kia-brueggemann-neubrandenburg.de,cluster_36,False
kia-mueller-genthin.de,cluster_36,False
kia-fischer-muenchberg.de,cluster_36,False
kia-wandscher-oldenburg.de,cluster_36,False
kia-kroppen-herten.de,cluster_36,False
kia-auto-center-weiterstadt.de,cluster_36,False
kia-daehn-goeritz.de,cluster_36,False
kia-penning-zetelneuenburg.de,cluster_36,False
kia-bachmann-wehretal.de,cluster_36,False
kia-poeschl-bensheim.de,cluster_36,False
kia-maier-cham.de,cluster_36,False
kia-gorny-eislingen.de,cluster_36,False
kia-trinkle-schorndorf.de,cluster_36,False
kia-christ-ansbach.de,cluster_36,False
kia-hotz-gardelegen.de,cluster_36,False
kia-jaeger-bevern.de,cluster_36,False
kia-levy-wittenberg.de,cluster_36,False
funiber.fr,cluster_37,False
funiber.ma,cluster_37,False
funiber.us,cluster_37,False
funiber.ci,cluster_37,False
funiber.cm,cluster_37,False
funiber.org.co,cluster_37,False
funiber.org.uy,cluster_37,False
funiber.ml,cluster_37,False
funiber.it,cluster_37,False
funiber.sn,cluster_37,False
kia.pt,cluster_38,False
kiaonline.dk,cluster_38,False
reedglobal.com.tr,cluster_39,False
reedglobal.com.mt,cluster_39,False
reedglobal.hu,cluster_39,False
reedglobal.sg,cluster_39,False
reedglobal.pl,cluster_39,False
reedglobal.ch,cluster_39,False
reedglobal.ae,cluster_39,False
reedglobal.cz,cluster_39,False
isover.cz,cluster_40,False
isover.sk,cluster_40,False
isover.fi,cluster_40,False
isover.it,cluster_40,False
isover.bg,cluster_40,False
renaultsancosme.com.mx,cluster_41,False
renaultcoatzacoalcos.com.mx,cluster_41,False
renaultcampeche.mx,cluster_41,False
renaultpuertovallarta.com.mx,cluster_41,False
renaultpatriotismo.com.mx,cluster_41,False
renaultmonterrey.com,cluster_41,False
renaultpatria.com.mx,cluster_41,False
renaultdelsol.com.mx,cluster_41,False
renaulttepic.mx,cluster_41,False
renaulttlalnepantla.com.mx,cluster_41,False
pingusenglish.vn,cluster_42,False
pingusenglish.ee,cluster_42,False
pingusenglish.com.cy,cluster_42,False
pingusenglish.co.id,cluster_42,False
pingusenglish.com.tr,cluster_42,False
gulfoilchina.com,cluster_43,False
gulf.no,cluster_43,False
mercyships.de,cluster_44,False
mercyships.ch,cluster_44,False
mercyships.se,cluster_44,False
mercyships.fr,cluster_44,False
mercyships.dk,cluster_44,False
medef-seine-estuaire.fr,cluster_45,False
medef-htcis.com,cluster_45,False
medef79.fr,cluster_45,False
medef-seineetmarne.fr,cluster_45,False
medef41.fr,cluster_45,False
medefloire.fr,cluster_45,False
medef-cher.fr,cluster_45,False
medef-bearnetsoule.com,cluster_45,False
medef-44.fr,cluster_45,False
medef-alsace.com,cluster_45,False
medef-beziers.fr,cluster_45,False
medef-sarthe.fr,cluster_45,False
medef-nouvelle-aquitaine.fr,cluster_45,False
medef-cote-opale.com,cluster_45,False
medef31.fr,cluster_45,False
medef-essonne.org,cluster_45,False
medef71.com,cluster_45,False
medef-anjou.fr,cluster_45,False
medef-vendee.fr,cluster_45,False
medef-artois.fr,cluster_45,False
medef-aura.fr,cluster_45,False
medeforne.fr,cluster_45,False
medef-mayenne.com,cluster_45,False
medef-paysdelaloire.fr,cluster_45,False
medef-ardennes.com,cluster_45,False
medef-dromeardeche.fr,cluster_45,False
medef-ain.fr,cluster_45,False
medef-aude.com,cluster_45,False
medef-franche-comte.com,cluster_45,False
medef-corse.com,cluster_45,False
medef-pays-basque.fr,cluster_45,False
besins-healthcare.com.mx,cluster_46,False
besins-healthcare.nl,cluster_46,False
besins-healthcare.se,cluster_46,False
intersport-crestvoland.com,cluster_47,False
intersport-arvieux.com,cluster_47,False
intersport-grandbornand.com,cluster_47,False
intersport-courchevel1850.com,cluster_47,False
intersport-courchevel1550.com,cluster_47,False
intersport-arc1950.com,cluster_47,False
intersport-rent.fr,cluster_47,False
intersport-lesrousses.com,cluster_47,False
intersport-risoul.com,cluster_47,False
intersport-arc2000.com,cluster_47,False
pragroup.se,cluster_48,False
pragroup.pl,cluster_48,False
pragroup.at,cluster_48,False
pragroup.no,cluster_48,False
pragroup.com.au,cluster_48,False
pragroup.de,cluster_48,False
pragroup.fi,cluster_48,False
renaultinterlomas.com,cluster_49,False
renaultchiapas.com.mx,cluster_49,False
modshair-koeln-city.de,cluster_50,False
modshair-koeln-lindenthal.de,cluster_50,False
modshair-braunschweig.de,cluster_50,False
modshair-bielefeld.de,cluster_50,False
modshair-hannover.de,cluster_50,False
tbwa.co.nz,cluster_51,False
tbwa.it,cluster_51,False
bizfilings.com,cluster_52,False
wolterskluwer.com.my,cluster_52,False
wolterskluwer.dk,cluster_52,False
medknow.com,cluster_52,False
delreg.com,cluster_52,False
annotext.de,cluster_52,False
soneparthailand.com,cluster_53,False
soneparusa.com,cluster_53,False
kiajc.com,cluster_54,False
kiaofduluth.com,cluster_54,False
sprachschule-aktiv-basel.ch,cluster_55,False
sprachschule-aktiv-passau.de,cluster_55,False
sprachschule-aktiv-kaiserslautern.de,cluster_55,False
sprachschule-aktiv.de,cluster_55,False
wurth.lk,cluster_56,False
wuerth.com.ph,cluster_56,False
wurth.sk,cluster_56,False
wurth.hu,cluster_56,False
wurth.es,cluster_56,False
wurth.co.nz,cluster_56,False
wurth.com.vn,cluster_56,False
wurth.pt,cluster_56,False
wurth.com.uy,cluster_56,False
wurth.co.uk,cluster_56,False
wurth.co.za,cluster_56,False
wurth.cl,cluster_56,False
wurth.ae,cluster_56,False
wurth.lv,cluster_56,False
pkfea.com,cluster_57,False
pkfmalta.com,cluster_57,False
pkf.co.in,cluster_57,False
pkfjnd.com,cluster_57,False
pkfve.com,cluster_57,False
pkf.ch,cluster_57,False
pkfcs.co.nz,cluster_57,False
pkfboston.com,cluster_57,False
mazda.com.tr,cluster_58,False
mazda.de,cluster_58,False
mazda.si,cluster_58,False
mazda.es,cluster_58,False
mazda.hu,cluster_58,False
mazda.nl,cluster_58,False
toyota.com.la,cluster_59,False
toyota.com.kh,cluster_59,False
toyota.com.np,cluster_59,False
flashbay.no,cluster_60,False
flashbay.com.my,cluster_60,False
flashbay.fr,cluster_60,False
flashbay.co.nz,cluster_60,False
flashbay.pt,cluster_60,False
flashbay.fi,cluster_60,False
flashbay.hu,cluster_60,False
flashbay.es,cluster_60,False
flashbay.ca,cluster_60,False
metlife.com.tr,cluster_61,False
metlife.com.cy,cluster_61,False
metlife.com.au,cluster_61,False
metlifetakealongdental.com,cluster_61,False
metlife.com.bd,cluster_61,False
metlife.cl,cluster_61,False
infiniti.com.do,cluster_62,False
infiniti-azerbaijan.com,cluster_62,False
infiniti-bahrain.com,cluster_62,False
infiniti.mx,cluster_62,False
infiniti-abudhabi.com,cluster_62,False
infiniti-jordan.com,cluster_62,False
infiniti-dubai.com,cluster_62,False
infiniti.com.pa,cluster_62,False
mazdaofnorthmiami.com,cluster_63,False
mazdaoforange.com,cluster_63,False
mazdaofwestridge.com,cluster_63,False
mazdafwb.com,cluster_63,False
mazdaoforlandpark.com,cluster_63,False
adeccome.com,cluster_64,False
adecco.com.vn,cluster_64,False
adecco.cl,cluster_64,False
adecco.com.sg,cluster_64,False
adecco.rs,cluster_64,False
adecco.de,cluster_64,False
adecco.co.th,cluster_64,False
adecco.ie,cluster_64,False
ccusa.co.nz,cluster_65,False
ccusa.nl,cluster_65,False
ccusa.cz,cluster_65,False
ccusa.ca,cluster_65,False
ccusa.co.za,cluster_65,False
ccusa.sk,cluster_65,False
ccusa.com.au,cluster_65,False
ccusa.co.uk,cluster_65,False
ccusa.hu,cluster_65,False
isover.ua,cluster_66,False
isover.at,cluster_66,False
isover.se,cluster_66,False
isover.hu,cluster_66,False
isover.co.kr,cluster_66,False
isover.com.br,cluster_66,False
isover.be,cluster_66,False
spie-wirliebenkabel.de,cluster_67,False
trinkgutlippstadt.de,cluster_67,False
avia-belgomine.be,cluster_67,False
top-system.com.mk,cluster_67,False
oilfieldequipments.us,cluster_67,False
clearblueionizer.be,cluster_67,False
amphenolaudio.com,cluster_67,False
moore.swiss,cluster_67,False
vbh.hr,cluster_68,False
vbh.de,cluster_68,False
vbh.hu,cluster_68,False
vbh.ro,cluster_68,False
vbh.be,cluster_68,False
vbh.com.es,cluster_68,False
vbhtrgovina.si,cluster_68,False
vbh.cz,cluster_68,False
bakertilly.lu,cluster_69,False
bakertilly.lv,cluster_69,False
bakertilly.ma,cluster_69,False
bakertilly.ci,cluster_69,False
bakertilly.mu,cluster_69,False
bakertilly.site,cluster_69,False
bakertilly.no,cluster_69,False
bakertilly.dk,cluster_69,False
bakertilly.com.kh,cluster_69,False
bakertilly.se,cluster_69,False
bakertilly.pk,cluster_69,False
bakertilly.sg,cluster_69,False
bakertilly.gt,cluster_69,False
bakertilly.com.pa,cluster_69,False
bakertilly.ky,cluster_69,False
bakertillyeg.com,cluster_69,False
bakertillygh.com,cluster_69,False
bakertillymapema.se,cluster_69,False
bakertilly.es,cluster_69,False
bakertilly.it,cluster_69,False
bakertilly.gi,cluster_69,False
bakertilly.pt,cluster_69,False
bakertillylb.com,cluster_69,False
bakertilly.vg,cluster_69,False
bakertilly.ng,cluster_69,False
intersport.sk,cluster_70,False
intersport.hu,cluster_70,False
intersport.cz,cluster_70,False
spitex-muellheim.ch,cluster_71,False
spitex-regiokirchspiel.ch,cluster_71,False
spitex-trevalli.ch,cluster_71,False
spitex-wasseramt.ch,cluster_71,False
spitexampuls.ch,cluster_71,False
spitex-region-stockhorn.ch,cluster_71,False
spitex-hoefe.ch,cluster_71,False
spitex-gersau.ch,cluster_71,False
spitex-steinmaur-neerach.ch,cluster_71,False
spitex-meggen.ch,cluster_71,False
spitex-freiamt.ch,cluster_71,False
spitexgraenichen.ch,cluster_71,False
spitex-see-lac.ch,cluster_71,False
spitexstaefa.ch,cluster_71,False
spitex-rothenburg.ch,cluster_71,False
spitex-region-kreuzlingen.ch,cluster_71,False
spitexlauchetal.ch,cluster_71,False
spitexgaiserwald.ch,cluster_71,False
spitexbuchs.ch,cluster_71,False
spitex-appenzellerland.ch,cluster_71,False
spitex-region-zofingen.ch,cluster_71,False
aonhewitt.com.cy,cluster_72,False
aonsolutions.com.cy,cluster_72,False
aonsolutions.gr,cluster_72,False
ardex.eu,cluster_73,False
ardex.de,cluster_73,False
ardex-france.fr,cluster_73,False
ardexamericas.com,cluster_73,False
murrelektronik.sk,cluster_74,False
murrelektronik.ro,cluster_74,False
murrelektronik.es,cluster_74,False
murrelektronik.fi,cluster_74,False
murrelektronik.hu,cluster_74,False
murrelektronik.it,cluster_74,False
murrelektronik.uk,cluster_74,False
murrelektronik.be,cluster_74,False
murrelektronik.cz,cluster_74,False
murrelektronik.at,cluster_74,False
murrelektronik.no,cluster_74,False
murrelektronik.ch,cluster_74,False
murrelektronik.kr,cluster_74,False
murrelektronik.in,cluster_74,False
murrelektronik.pl,cluster_74,False
murrelektronik.com.cn,cluster_74,False
murrelektronik.se,cluster_74,False
murrelektronik.fr,cluster_74,False
murrelektronik.com.tr,cluster_74,False
murrelektronik.sg,cluster_74,False
wurth-international.com.cn,cluster_75,False
wurth.com.tw,cluster_75,False
wurth.fi,cluster_75,False
wuerth-ag.ch,cluster_75,False
wuerth.dk,cluster_75,False
wuerth.co.jp,cluster_75,False
wurth.nl,cluster_75,False
wuerth.com.kh,cluster_75,False
solatube.com.cn,cluster_76,False
solatube.si,cluster_76,False
solatube.se,cluster_76,False
solatube.no,cluster_76,False
bimedasuramerica.com,cluster_77,False
bimedacanada.com,cluster_77,False
bimedaus.com,cluster_77,False
bimeda.ie,cluster_77,False
astrazeneca.ua,cluster_78,False
astrazeneca.no,cluster_78,False
astrazeneca.dk,cluster_78,False
astrazeneca.hu,cluster_78,False
astrazeneca.pt,cluster_78,False
astrazeneca.com.hk,cluster_78,False
astrazeneca.com.tr,cluster_78,False
astrazeneca.ca,cluster_78,False
foxinaboxbrisbane.com,cluster_79,False
foxinabox.mx,cluster_79,False
foxinaboxmiami.com,cluster_79,False
foxinaboxgraz.at,cluster_79,False
foxinaboxzutphen.com,cluster_79,False
ford.pl.ua,cluster_80,False
ford.te.ua,cluster_80,False
ford.vn.ua,cluster_80,False
ford.if.ua,cluster_80,False
ford.lviv.ua,cluster_80,False
nordicpharma.pt,cluster_81,False
nordicpharma.it,cluster_81,False
nordicpharma.de,cluster_81,False
nordicpharma.be,cluster_81,False
nordicpharma.ch,cluster_81,False
nordicpharma.nl,cluster_81,False
nordicpharma.co.uk,cluster_81,False
nordicpharma.fr,cluster_81,False
mazda-lodz-matsuoka.pl,cluster_82,False
mazda-poznan-voyager.pl,cluster_82,False
mazda-rzeszow-czach.pl,cluster_82,False
mazda-warszawa-nivette.pl,cluster_82,False
mazda-bielskobiala-autogazda.pl,cluster_82,False
mazda-wroclaw-jaremko.pl,cluster_82,False
mazda-sosnowiec-mirai.pl,cluster_82,False
mazda-warszawa-odyssey.pl,cluster_82,False
mazda-warszawa-bemomotors.pl,cluster_82,False
mazda-tarnowskiegory-mirai.pl,cluster_82,False
mazda-wroclaw-wrobel.pl,cluster_82,False
bioderma.ec,cluster_83,False
bioderma.it,cluster_83,False
bioderma.co.za,cluster_83,False
bioderma.com,cluster_83,False
bioderma.com.hr,cluster_83,False
bioderma-sk.com,cluster_83,False
bioderma.sg,cluster_83,False
bioderma.pl,cluster_83,False
bioderma-india.in,cluster_83,False
lidl-immobilien.de,cluster_84,False
lidl.ee,cluster_84,False
lidl.com.cy,cluster_84,False
lidl.lt,cluster_84,False
lidl.lu,cluster_84,False
lidl.lv,cluster_84,False
lidl-ni.co.uk,cluster_84,False
ebay.fr,cluster_85,False
ebay.pl,cluster_85,False
ebay.com.hk,cluster_85,False
ebay.it,cluster_85,False
greatplacetowork.ch,cluster_86,False
greatplacetowork.com.sg,cluster_86,False
greatplacetowork.com.tr,cluster_86,False
greatplacetowork.com.vn,cluster_86,False
greatplacetowork.se,cluster_86,False
greatplacetowork.com.au,cluster_86,False
greatplacetowork.gr,cluster_86,False
santillana.com.uy,cluster_87,False
santillana.com.pa,cluster_87,False
santillana.com.ec,cluster_87,False
santillana.com.hn,cluster_87,False
santillana.com.sv,cluster_87,False
santillana.com.ar,cluster_87,False
santillana.com.co,cluster_87,False
aamcopinevillenc.com,cluster_88,False
aamco-corpuschristi.com,cluster_88,False
aamco-bellevue.com,cluster_88,False
aamcoraleigh-capitalblvd.com,cluster_88,False
aamco-newbraunfels.com,cluster_88,False
aamcobloomingtonil.com,cluster_88,False
aamcofuquayvarinanc.com,cluster_88,False
aamco-omahanorth.com,cluster_88,False
aamcoypsilantimi.com,cluster_88,False
aamcoreno.com,cluster_88,False
aamcolasvegas.com,cluster_88,False
aamcoconwaysc.com,cluster_88,False
aamcowarrenmi.com,cluster_88,False
aamco-councilbluffs.com,cluster_88,False
aamcoyumaaz.com,cluster_88,False
aamcoofgreensboro.com,cluster_88,False
aamco-omahasouth.com,cluster_88,False
aamco-omahawest.com,cluster_88,False
aamcogastonianc.com,cluster_88,False
aamcowintervillenc.com,cluster_88,False
shopee.co.th,cluster_89,False
shopee.co.id,cluster_89,False
shopee.com.co,cluster_89,False
shopee.com.mx,cluster_89,False
shopee.com.my,cluster_89,False
shopee.vn,cluster_89,False
mitsubishielectric.se,cluster_90,False
mitsubishielectric-printing.com,cluster_90,False
mitsubishielectric.in,cluster_90,False
renault-tessenderlo.be,cluster_91,False
renault-fama.be,cluster_91,False
renaultvercammen.be,cluster_91,False
renaultsanzhispano.es,cluster_91,False
renaultselection.co.za,cluster_91,False
renault.jo,cluster_91,False
lindt.dk,cluster_92,False
lindt.com.au,cluster_92,False
lindt.se,cluster_92,False
lindt.cz,cluster_92,False
lindt.at,cluster_92,False
lindt.fi,cluster_92,False
lindt.es,cluster_92,False
hertz.am,cluster_93,False
hertz.com.ge,cluster_93,False
statkraft.com.br,cluster_94,False
statkraft.fr,cluster_94,False
statkraft.nl,cluster_94,False
statkraft.com.pe,cluster_94,False
statkraft.co.uk,cluster_94,False
statkraft.ie,cluster_94,False
statkraftvarme.no,cluster_94,False
statkraft.com.tr,cluster_94,False
julis-mfr.de,cluster_95,False
julis-nuernberg.de,cluster_95,False
boschautoparts.com,cluster_96,False
bosch-wohnungsgesellschaft.de,cluster_96,False
bosch-industry-consulting.com,cluster_96,False
boschautopartes.mx,cluster_96,False
equans.hu,cluster_97,False
equans.cl,cluster_97,False
equansservices.com,cluster_97,False
equans.cz,cluster_97,False
equans.lu,cluster_97,False
equans.co,cluster_97,False
svnnc.com,cluster_98,False
svndesertcommercial.com,cluster_98,False
intersport.si,cluster_99,False
intersport.hr,cluster_99,False
intersport.nl,cluster_99,False
intersport.ch,cluster_99,False
thebodyshop.ee,cluster_100,False
thebodyshop.fi,cluster_100,False
thebodyshop.lt,cluster_100,False
thebodyshop.lv,cluster_100,False
bonprix.fi,cluster_101,False
bonprix-fl.be,cluster_101,False
vkf-renzel.cz,cluster_102,False
vkf-renzel.com.tr,cluster_102,False
vkf-renzel.nl,cluster_102,False
vkf-renzel.dk,cluster_102,False
vkf-renzel.co.uk,cluster_102,False
vkf-renzel.fr,cluster_102,False
vkf-renzel.hu,cluster_102,False
vkf-renzel.ro,cluster_102,False
vkf-renzel.bg,cluster_102,False
carglass.ma,cluster_103,False
carglass.lt,cluster_103,False
carglass.hu,cluster_103,False
autosecuritas-barlin.fr,cluster_104,False
autosecuritaslemoule.fr,cluster_104,False
autosecuritas-ct-notre-dame-doe.fr,cluster_104,False
autosecuritas-ct-seysses.fr,cluster_104,False
autosecuritas-passins.fr,cluster_104,False
autosecuritas-tallard.fr,cluster_104,False
autosecuritas-ducos.fr,cluster_104,False
autosecuritas-ctlp.fr,cluster_104,False
mateco.bg,cluster_105,False
mateco.mx,cluster_105,False
mateco.ro,cluster_105,False
jungheinrich.cn,cluster_106,False
jungheinrich.co,cluster_106,False
jungheinrich.com.br,cluster_106,False
jungheinrich.com.my,cluster_106,False
jungheinrich.co.za,cluster_106,False
jungheinrich.in,cluster_106,False
jungheinrich.co.th,cluster_106,False
jungheinrich.co.nz,cluster_106,False
jungheinrich.com.sg,cluster_106,False
jungheinrich.com.au,cluster_106,False
brother.com.pe,cluster_107,False
brother.com.mx,cluster_107,False
brother.com.br,cluster_107,False
brother.com.ar,cluster_107,False
isover.lv,cluster_108,False
isover.com.ar,cluster_108,False
siebtechnik-tema.cn,cluster_109,False
siebtechnik-tema.co.uk,cluster_109,False
siebtechnik-tema.com.au,cluster_109,False
stampinup.ca,cluster_110,False
stampinup.uk,cluster_110,False
disneychannel.co.za,cluster_111,False
babble.com,cluster_111,False
aamcobakersfield-whiteln.com,cluster_112,False
aamcoflagstaff.com,cluster_112,False
aamcobakersfield-unionave.com,cluster_112,False
aamcotracyca.com,cluster_112,False
aamcoreynoldsburgoh.com,cluster_112,False
aamcolancasterca.com,cluster_112,False
aamcoarlington-pantego.com,cluster_112,False
aamcofortworth.com,cluster_112,False
aamcooverlandpark.com,cluster_112,False
aamcokellertx.com,cluster_112,False
hansa-flex.be,cluster_113,False
hansa-flex.at,cluster_113,False
hansa-flex.us,cluster_113,False
hansa-flex.co.uk,cluster_113,False
aeccglobal.co.th,cluster_114,False
aeccglobal.co.id,cluster_114,False
wwf.es,cluster_115,False
wwf.no,cluster_115,False
deheus.co.in,cluster_116,False
deheus.pt,cluster_116,False
de-heus.nl,cluster_116,False
deheus.id,cluster_116,False
deheus.rs,cluster_116,False
deheus.pl,cluster_116,False
deheus.com.vn,cluster_116,False
remax-pinneberg.de,cluster_117,False
remax-lueneburg.de,cluster_117,False
gjw-bb.de,cluster_118,False
gjw-sachsen.de,cluster_118,False
gjw-hessen.de,cluster_118,False
gjw-nrw.de,cluster_118,False
gjw-mv.de,cluster_118,False
gjw-nd.de,cluster_118,False
gjwnwd.de,cluster_118,False
misterwhat.nl,cluster_119,False
misterwhat.com.br,cluster_119,False
misterwhat.pl,cluster_119,False
misterwhat-au.com,cluster_119,False
misterwhat.pt,cluster_119,False
misterwhat.de,cluster_119,False
grantthornton.ci,cluster_120,False
grantthornton.com.sv,cluster_120,False
grantthornton.do,cluster_120,False
grantthornton.co.im,cluster_120,False
grantthornton.com.ve,cluster_120,False
grantthornton.bg,cluster_120,False
grantthornton.com.pa,cluster_120,False
grantthornton.az,cluster_120,False
grantthornton.tn,cluster_120,False
europa-union-havelland.de,cluster_121,False
europa-union-kassel.de,cluster_121,False
europa-union-thueringen.de,cluster_121,False
europa-union-sachsen.de,cluster_121,False
europa-union-diepholz.de,cluster_121,False
europa-union-bremen.de,cluster_121,False
europa-union-hessen.de,cluster_121,False
europa-union-sachsen-anhalt.de,cluster_121,False
europa-union-niedersachsen.de,cluster_121,False
sekulin-allianz.de,cluster_122,False
allianz-sebastiankoch.de,cluster_122,False
allianzdarta.ie,cluster_122,False
allianz-rose.info,cluster_122,False
allianz-kuhlemann.de,cluster_122,False
allianzpp.com,cluster_122,False
allianz-handwerker.de,cluster_122,False
allianz-assistance.ie,cluster_122,False
linde-gas.es,cluster_123,False
linde.ch,cluster_123,False
linde-gas.nl,cluster_123,False
linde-gas.fr,cluster_123,False
savethechildren.ca,cluster_124,False
savethechildren.mn,cluster_124,False
aiesecaustralia.org,cluster_125,False
aiesec.gr,cluster_125,False
aiesecargentina.org,cluster_125,False
pkf.com.cy,cluster_126,False
pkf.pt,cluster_126,False
pkfgf.co.nz,cluster_126,False
pkf-central-america.com,cluster_126,False
globalconnect.dk,cluster_127,False
globalconnectgroup.com,cluster_127,False
globalconnectcarrier.com,cluster_127,False
globalconnect.de,cluster_127,False
aeccglobal.sg,cluster_128,False
aeccglobal.com.bd,cluster_128,False
aeccglobal.vn,cluster_128,False
aeccglobal.ng,cluster_128,False
aeccglobal.lk,cluster_128,False
aeccglobal.my,cluster_128,False
lamborghini-stuttgart.com,cluster_129,False
lamborghini-cannes.com,cluster_129,False
subarumidlandodessa.com,cluster_130,False
subarusouthblvd.com,cluster_130,False
fleishmanhillard.co.id,cluster_131,False
fleishmanhillard.ie,cluster_131,False
fleishmanhillard.com.br,cluster_131,False
fleishmanhillard.co.th,cluster_131,False
fleishmanhillard.mx,cluster_131,False
fleishmanhillard.cn,cluster_131,False
fleishmanhillard.cz,cluster_131,False
fleishmanhillard.ph,cluster_131,False
hertz-autopujcovna.cz,cluster_132,False
hertz-autopozicovna.sk,cluster_132,False
santanderconsumer.fi,cluster_133,False
santanderconsumer.no,cluster_133,False
santanderconsumer.se,cluster_133,False
kiaofpa.com,cluster_134,False
kiacadca.sk,cluster_134,False
kiaofwestburlington.com,cluster_134,False
zalando.dk,cluster_135,False
zalando.pl,cluster_135,False
zalando.co.uk,cluster_135,False
zalando.nl,cluster_135,False
zalando.at,cluster_135,False
zalando.no,cluster_135,False
